2023-05-06 20:37:32,422 INFO    MainThread:506 [wandb_setup.py:_flush():76] Current SDK version is 0.15.2
2023-05-06 20:37:37,803 INFO    MainThread:506 [wandb_run.py:_redirect():2078] Wrapping output streams.
2023-05-06 20:37:37,803 INFO    MainThread:506 [wandb_run.py:_redirect():2103] Redirects installed.
2023-05-06 20:37:37,805 INFO    MainThread:506 [wandb_init.py:init():829] run started, returning control to user process
2023-05-06 20:44:29,154 INFO    MainThread:506 [wandb_run.py:_config_callback():1286] config_cb None None {'alpha': 0.9700662822607893, 'eta': 0.6438566750092768, 'num_topics': 9, 'passes': 9}
2023-05-06 20:45:48,657 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 20:45:48,657 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 20:54:42,345 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 20:54:42,354 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 20:54:42,355 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 20:57:53,607 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 20:57:53,645 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 20:57:53,645 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 20:57:58,883 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 20:57:58,885 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 20:57:58,886 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 20:58:03,592 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:01:26,786 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:01:26,786 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:04:13,488 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:04:13,552 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:04:13,553 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:12:14,645 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:12:31,595 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:12:31,595 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:12:44,738 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:13:04,964 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:13:04,965 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:16:56,082 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:17:07,820 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:17:07,820 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:23:23,851 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:23:34,156 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:23:34,156 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:24:39,747 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:24:39,802 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:24:39,808 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:26:31,771 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:26:35,397 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:26:35,397 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:26:44,893 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:27:05,210 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:27:05,212 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:28:22,106 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:28:22,120 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:28:29,869 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:28:29,869 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:28:29,870 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:28:29,870 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:28:38,741 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:28:57,319 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:28:57,319 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:29:37,917 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:29:37,963 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:29:37,964 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:32:25,390 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:32:25,495 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:32:25,498 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:34:19,764 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:34:19,771 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:34:25,103 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:34:25,103 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:34:25,106 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:34:25,106 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:34:49,827 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:34:49,937 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:34:49,937 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:35:34,210 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:35:44,474 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:35:44,475 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:37:42,393 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:37:42,399 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:37:48,445 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:37:48,446 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:37:48,450 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:37:48,451 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:37:53,229 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:38:08,997 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:38:08,997 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:39:53,831 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:40:17,624 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:40:17,624 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:40:25,222 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:40:25,243 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:40:25,247 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:40:45,576 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:40:45,596 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:40:45,599 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:41:01,507 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:41:01,511 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:41:01,512 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:41:15,192 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:41:15,201 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:41:15,205 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:41:34,822 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:41:34,837 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:41:34,841 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:42:52,088 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:42:52,126 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:42:52,128 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-06 21:43:55,053 INFO    MainThread:506 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-06 21:43:56,764 INFO    MainThread:506 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-06 21:43:56,764 INFO    MainThread:506 [wandb_init.py:_pause_backend():418] pausing backend
