rating,review,image_url
4/5,"This used to be a very nice place to have breakfast. Was fascinated with the dish they served back then.However, there isn't much food to choose from again. It's all so boring with no sumptuous varieties.Someone needs to go to their sister company: that is: herstone hotel @ Ikeja. They av more varieties, staffs are so warm and welcoming, you would feel on top of the world.Unfortunately 4 points by sheraton (for me) isn't doing as well as they used to many yrs ago. 😕 You all need to wake up from your slumber.Also on Sundays, av noticed they give out one of their spaces for church services. Last Sunday I was there: there was so much noise coming from the hall: apparently I think some people were quarrelling. it was loud!What are you portraying to people as regards your establishment?For me...and my family, we're so disappointed at how the restaurant is being run.All the best",[]
4/5,Standard room if you are ok with tiled flooring. Friendly staff. Good power back up. Average pool area,[]
4/5,"Not sure of the pricing but it is situated in a good location, great security and wheelchair accessibility was provided.Rooms were large and had great esthetics.Sadly, Parking space was quite an issue and I will not recommend for people looking to take their wedding portraits there.",[]
5/5,"The beauty of the place is the environment, it gives you a feeling of peace and calm...Great snacks, well light and just awesome.Always looking forward to the Christmas designs and they keep doing awesome stuff.","['https://lh5.googleusercontent.com/p/AF1QipOLKhZQaxtQ2QAIRZR8KhudN5Rcr0pLuJ07pWU_=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNsYGOQCxo9YfcrRjdJpZHzzxN-PIMdszVBTGf-=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOhpKCsynaI-nxlt0ncu6XfaUebpC5PGgi0PYra=w150-h150-k-no-p']"
4/5,"It’s definitely  a beautiful hotel even during construction! The breakfast is delicious so much variety. Fufu/amala, egusi,  ogbono. I miss their breakfast. They need to make sure the pool area seats are wiped down more. Separate the smokers from non-smokers. The staff can be a bit slow. But, the hotel is so beautiful it covers many flaws. They have security with dogs! So, you’ll always feel safe.It’s expensive but worth it. Book if you can.",[]
1/5,This hotel is gross. If you are accustomed to western 4-star cleanliness you will be very disappointed. The bathrooms are covered in mildew and stains. Not the kind of place you want your children or pets crawling around in. Management was unresponsive to my complaints and has a policy of charging an extra 1-night penalty for guests who want to cancel the remainder of their stay. I told management that I would be posting pictures if they insisted on charging me a penalty and they did not care. Travelers beware. I ended up going to The George Hotel and having a much better experience both with cleanliness and service.,[]
3/5,Security is less than expected in the environs. Everything forgotten at the waiting point inside the hotel is at owners risk. Lost my phone charger and power bank,[]
5/5,"Exclusive and serene environment in the heart of Victoria Island. Comfortable bed and spacious standard room with king size bed, reading table and chairs. What more can one ask for? ⭐️⭐️⭐️⭐️⭐️","['https://lh5.googleusercontent.com/p/AF1QipNlKRCOwDr9C80V3TMUjwamjTLYoQ6CwhYVzHtV=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNNg4xZmwnRXPBJ0gLZwQ1EO_i_gHlcWYms_ps2=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN-34yB86ouYWrKNJHZiCmK9lPzmiEuHZddu0tE=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMiuauXhCzABaD0c8ZbQxfaCQ_DhX0W0SPPXGLG=w150-h150-k-no-p']"
4/5,"A good place to relax, work, pamper yourself. Could do with a little upgrade in the meals section though.",[]
3/5,"Nice food options, though it was on a Monday night but I wish there were more options and some upgrades to the aesthetics and design.5/10 . You would get your money’s worth to a level.",[]
5/5,Four points by Sheraton is a wonderful place to host your corporate meetings. Their breakfast options are also really nice and the staff is super courteous.,"['https://lh5.googleusercontent.com/p/AF1QipMfJBhYyXQdzUiBS4DyTQ3dnUeTes-sJmG9Z85t=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN-vl8RXtss81aq7iWj09FvFOKgNAiNe228KhZM=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO6Ti1jfVG8j5LPpjvB8Actk5TGaLe0WiRH6Ctn=w150-h150-k-no-p']"
1/5,Tried to withdraw 10K Naira from the atm machine in the bank just to have the ATM give me 3K and eat the rest.  Management at the hotel told me to call the bank but couldn’t give me the name or number…the best type of infuriating nonsense to enjoy while traveling.,[]
4/5,The apartment was very nice but unfortunately I had to leave the next day,['https://lh5.googleusercontent.com/p/AF1QipMbG2ZE1-y8qvtYLns94Bt2wSyEkLT8BoUcSTQn=w150-h150-k-no-p']
3/5,"Not a four point like their names implies, Hall has an AC problem and couldn't fix it. The room we lodge was licking",[]
3/5,"I have mixed feelings about this hotel.  First and foremost it is in dire need of remodeling.  Everywhere you go  you see signs of wear and tear and you wonder with the prices they charge for the rooms, drinks and food, why is it not in better shape?  Doors all over are freeing from water damage and age, walking to the pool area and gym you get the feeling of disuse, and you can’t believe you are staying at a four star hotel.  The room furniture was very old but fortunately the mattress and pillows on the bed were very comfortable and up to the Marriott standard.  The bathroom also needed remodeling, but the hot water was plentiful, so over all I got a good night rest.  They offered a breakfast buffet, which is pretty complete, except it lacks fruit and healthy items.  The staff was hit or miss.  The front desk staff was pretty good, and Kemi was a Star!  The staff at the Brazzerie (their restaurant) needed a little more attention to detail, and the staff at the Roof Top bar was very ineffective and worked at their own pace.  To me the best part of the hotel was the gym; complete and all the equipment was working. The pool was nice, but because of the poor lighting and construction nearby, it did not give you an inviting feeling.  This hotel would be great, it they just spent some money and remodeled everything.","['https://lh5.googleusercontent.com/p/AF1QipOIfg2vsP6SbsT0-V-qFN1-21OEfW2Tf_ZsqoO6=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPc8Bubr36w3uqhc-bZnu4jMYGNT_xbV353v5_w=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOld7ch1lfw8N0DeBRW4T4fkuz4OaDWYPKvIelP=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPIdiw-A7wd_13NyJX4IJOofu-Wjni9aZ3RVLbP=w150-h150-k-no-p']"
4/5,Still don't understand why the security needs to check your car bonnet before driving in. The idea of dropping off your ID card and signing into a register is not cool.,[]
5/5,"A good place to be, security check before entering, car park inside and out, good customer service and lots more",[]
4/5,Visited the restaurant for dinner. The cuisine was peculiar with continental dishes with various fruits and plenty options for your preference. The ambience and buffet setup was also impressive.,"['https://lh5.googleusercontent.com/p/AF1QipPaEtzSpaGjFjTr91ErLSdOmTREF8KEzaETirQh=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM52G41y4IT_A6h2C7eEPV6GTXv7svPDr-wzAtQ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipObGae6nckDlRCM-4iD9jM124WBH0ru_FVYX_zV=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPVCJLGRP8OBt7eTT3PbSQ_eNtEJ_nabvDxaO-t=w150-h150-k-no-p']"
4/5,Good venue for events but parking tends to spill into the streets on a very busy day. I love their coffee.,[]
5/5,A quick stop to grab some coffee. The double Espresso was great. It spiked up my ginger!,['https://lh5.googleusercontent.com/p/AF1QipPlMNZZXtyUQiKOHUglz7hafTGqc8ka7qdf2oeC=w150-h150-k-no-p']
4/5,We booked one of their halls for an event only for the staff to stop the vendors from setting up unless they pay 50k per hour even on the day of the event NOT AS CAUTION FEE( cos he clarified) but according to him a fee paid for engaging the space outside the booking time. I wonder if the client are supposed to place a ready made event component in their event without a set up allowance. This is preposterous!,[]
5/5,"This is just an awesome place to be, a home away from home, very hospitable and warm staff, very supportive and cheerful.",[]
5/5,"Cool environment to lodge. I loved their meeting room, nice sound and it also had sound proof wall with enough lighting. Their rooms are also big with nice surroundings. A beauty to behold. Felt like not leaving the place. Their customer service was top notch starting from the gate to the reception. Everyone were professional. I'll recommend for anyone looking for a good place to lodge",[]
5/5,"Beautiful spacious room...quick and prompt service from hotel attendant.Was however not pleased with signing in to the log book for visitors as well as submitting my ID card pending when I exited the hotel...infringed on my right  to privacy.The room service food could also be improved upon - I ordered creamy pasta chicken meal and was served spaghetti - not so tasty...left the palate needing a rinse.But beyond the food and security protocol for visitors, the hotel ambience and room comfort remains very appealing.","['https://lh5.googleusercontent.com/p/AF1QipMui9EUDK5tvTS0uKXWUsWOYsCR_nkXc6HmGBx2=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO4VI3nU7Xg0Qdyk2do6r1rOqrg10XL-s_KDYAx=w150-h150-k-no-p']"
5/5,What a beautiful experience. It's a home away from home and very comfortable and relaxing. I love the food too😍,[]
4/5,The rooms were a little to small and the standard wasn’t what I was expecting. The lounges and restaurants offered great services but the rooms was too basic for me.,[]
4/5,The environment is clean and conducive but the halls were hot as the chiller wasn't doing justice to heat the day I paid a visit to the location.,[]
5/5,Had a 2 day workshop with a company Client and some other consultants in one of their meeting rooms...good place to be.,[]
5/5,"Lovely hotel. Went there for a buffet. Food was really tasty and I got a surprise cake from the chef because it was my birthday. Was indeed fun. Toilets were incredibly clean, wish I could see one of the cleaner to tip.",['https://lh5.googleusercontent.com/p/AF1QipMikHeQ-wDybt8wpOxE_xwzr2Y2tOtsnPY3H79r=w150-h150-k-no-p']
4/5,"The hotel is topnotch. The buffet and the drinks are excellent. And the ambience is heavenly. Of course, the hotel is pricy! 😁","['https://lh5.googleusercontent.com/p/AF1QipP1GOle-TzppZhwcqR3CJjQJ6WaPfFbU5KSJb9J=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMQhAZ6trIKA3d3YRklpKwsvkoAHykWej7lR4X3=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP0ReUvjbtRigq-621YDO3hr06VgMSkWExOaFcL=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO9z-08G4cGksjpsK36wGpwhMRekJTUdtGv-R85=w150-h150-k-no-p']"
5/5,Nice view and scenery plus their food is so yummy and tastes real good. Its Customer service department needs a lot of training and management.,[]
5/5,Four Points by Sheraton Hotel is an exquisite place to be. It is a luxurious place with amazing features and optimum quality service rendered.,"['https://lh5.googleusercontent.com/p/AF1QipOt7gTfRm7nePVa_n8IAEmADpTPd-CqA9D6FUlT=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNpAjivHY0bJZhEWhcaQiM6NlllqHqR_9Rg2EOZ=w150-h150-k-no-p']"
4/5,A nice place to stay. Prompt service. Good food. Spacious rooms. Fast WiFi.,[]
5/5,"A very decent hotel in an upscale area of Lagos, Nigeria. Always a welcoming place. It is decent and very secure. Their Staff are courteous and their buffet menu is simply fantastic. The rate per night  is on the high side but it's worth it because you get value for your money.  I will always choose this place when on that side of the globe.",[]
5/5,"Fantastic staff, food and great value for money.",['https://lh5.googleusercontent.com/p/AF1QipPpduYQGS4Ulg23C5JgNSvZ1fYG6EoZs6iqA2tE=w150-h150-k-no-p']
3/5,"The hotel is beautiful and employees display a high level of professionalism.  My room 532 was clean with good water pressure, however,  there was a very unpleasant smell in the room. It smelled like an abandoned attic, seems they don't use that room much.  If they can take a look at it, other than this I enjoyed my stay.",[]
4/5,Not bad but not one of my best places. They have good meals though.,[]
5/5,"Four points have a very conducive environment for all your official gatherings and meetups. 24hrs power supply, internet access, top-notch staff and a wonderful management team.",[]
4/5,I have been staying here since 2013. The hotel makes an effort to maintain their standards. I feel more could be done. The front office staff are fantastic and they normally remember regular clients.They have closed the sports bar completely which is sad. This is the only place where I can find a piece of mind.The food menu has been reduced at the cafe and also at the office bar. I think more can be done to  it.,"['https://lh5.googleusercontent.com/p/AF1QipPHUQT5BR3PjnNojTSipzwzYqUaO38cHCzfzbIg=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOr4pomAUjbG7uTuXn1-I2yCrEKiHSi1zS01Cg8=w150-h150-k-no-p']"
2/5,The security protocol was terrible..why do you have scanners if you have to ask a guest to open her backpack for searching. That was really humiliating.,[]
5/5,"Really love place, warmly welcomed. I was there for a conference tho.","['https://lh5.googleusercontent.com/p/AF1QipMhJAjSN1GPp9i9A3kYiv2QncabusmnZxJaGnOQ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipONP0_B4m0ZWDSHftYdAOP3jwff-AybK1W79ICq=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMZhk38-FamMcTS1g6ohUJoUChlNHTJAk6Qmxpu=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP3OBlbC5ypznLfZ9EfOFCGC4A3hd2Z8qmmwGa7=w150-h150-k-no-p']"
3/5,Located in the heart of Victoria Island. Friendly staff. Room facilities needs to be renovated.Good wifi,"['https://lh5.googleusercontent.com/p/AF1QipNKN6Ki9SJXgx0GhvHCyx41qZ_6-82a3SnygqaW=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNo_0ctU1xtDSX8wFBiYqNnvhZtYXr4coyIYMNi=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNacIP5TkzCZkCGy0p9tu9POOlFGeplj5WGHgeg=w150-h150-k-no-p']"
5/5,The first best place I have been this January. We'll love to revisit.,[]
5/5,"We were there for an event, and it went very well. I did not lodge there, so I can't speak about the rooms, but I can speak of the service, which was excellent, and the staff, who were on their A game at all times.",[]
5/5,"Excellent cuisine, comfortable bed, cool view of the city, great sorroundings",[]
4/5,"I attended an event at the hotel and it was quite very enjoyable. The hall was very spacious, well air-conditioned with functioning public address system. The staff from the security to the people who served us food were very polite and nice. The place was also very neat and the food provided was arranged  very neatly and tasty even though it was just snacks. I look forward to booking a room here someday and just chilling.",['https://lh5.googleusercontent.com/p/AF1QipMKA0g9qpEKm6xoC1ixM_4gfHSmJn5h_fgL6TbX=w150-h150-k-no-p']
4/5,"A place of serenity, grandeur, clean air and blissful rest. A classic place with standard and pride. Located in between oniru and Victoria island, a perfect location for easy navigation. It's security very active. It's customer services still needs some work. Renting it for events is not regrettable.",[]
3/5,"The conference I attended here was a success. Thanks to the host company - Rolad. The food, was awesome and I had electricity to work with while I was at the reception.The staff however do not seem very hospitable. They dragged feet and responded to simple requests in an unfriendly manner.","['https://lh5.googleusercontent.com/p/AF1QipPWQge-7xsaOfCLUHB_DM3uMtKLXvIuzfnICPsa=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMjjuI1UuuKV3Az54ZCpFTo5aRUYs70pJBE7Kzz=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMKGqWxz4O6Trt4tHQJBitLOWRWPXp1E9Y9jAOQ=w150-h150-k-no-p']"
3/5,"Perfect location. This is my second stay in over 2 years, and at least there’s some consistency. I’d describe the hotel as “good enough”; it’s standard in most respects, but doesn’t blow you away in any wayThe breakfast has so many options (which is good), but the actual food itself wasn’t so great. Same with the in-room diningAlso, I found the lighting within the rooms to be insufficient. Confusingly upon my arrival, nobody offered to help me with my bags to my room, in fact no one even showed me to room. Strange behaviorThe TVs in the room should be upgraded to “smart TVs” (I.e with Netflix, YouTube etc) as is obtainable at hotels of similar caliberThe staff are however, very courteous, gym is well equipped, pool is good, water pressure in showers is great and the hotel overall is clean and comfortable (there’s room for improvement however)",[]
5/5,"Nice hotel for meetings, corporate events & lodging. Their meeting breakfast menu ain’t bad atall",[]
4/5,Nice meals and ambience. Very comvinient for seminar held.,[]
5/5,Absolutely loved my stay here. Their buffet spread is commendable and staff are quite cordial and courteous. Would recommend,[]
5/5,Held a meeting there and the it's a lovely place to be. Their buffet is too notch and way cheaper than the quality..,[]
4/5,"Splendid hotel, very well located in Oniru, Victoria Island and quite conspicuous.Security checks are detailed before drive in, akin to the stringent (albeit dated and thus inconvenient) COVID 19 protocols - which mandates a face mask despite Federal Government advisory that face masks are now optional.Parking is limited but very secure.Visually and sensory appealing aesthetics as expected from a Sheraton property. Helpful and attentive service staff, good meals and functional rooms cum halls.Highly recommended for a business or pleasure trip.",[]
5/5,The Four Points by Sheraton is a lovely edifice. First thing you'll notice is how much attention is paid to security. Multiple security scans at the gate and reception entrance. The restaurant on the first floor is not too spacious and could definitely have more options on its buffet. The staff is nice and decent. I didn't see too many guests on this particular day which made the place quite enjoyable because of the relative peace and unhindered movement around the premises. I will recommend this place for relaxation and business meetings.,"['https://lh5.googleusercontent.com/p/AF1QipOyZ1MRSAeoUVx_5rW-xMSNHnapNKumDtNchjM7=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPdZ641aISsavn4HDu35dp3e4cg8n_ft3TZcKuP=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNpHH_cyvYn8pQ20s7GNveyBwwSHrCt5hw22aEz=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOO5gSr16-VaXBSW35NTci7dGwlrNQw2wdMYRHV=w150-h150-k-no-p']"
5/5,"I went there for an event in one of the hall.Hall seem clean and well decorated by the staff. Food was minimal though, probably the organisers didn't pay for much.Fruit juice wasn't so fresh. Had some sort of fermented taste.Customer service was great.  Staffs From the entrance were nice and polite.  The lady at the main entrance checking people in was really helpful.COVID protocol in check. Mask required to enter the building and temperature checks in place.The rest room was neat. Like really neat (maybe because I was there in the early hours of the morning) might go back there and check during noon or in the evening to see if that level of neatness is maintained.Don't have so much complain except for the quantity of their food.Buffet was mostly snacks and I felt cheated.",[]
5/5,A beautiful place.. Their buffer is one of a kind. Visiting again soon.,[]
4/5,"Nice spot to flex yourself anytime,situated in a calm and peaceful place in Victoria island after Mobil headquarters.",[]
4/5,"Located at a Very Good place, This is a hotel at International standard, Welcome organise room, very good environment absolutely good & nice",[]
4/5,"Always a vibe. Perfect location for a quick meet-up between V.I. and Lekki. They've done some renovations and furniture upgrades so things are looking fresh. Teas, coffees and pastries always top notch! Haven't had a chance to test the newly renovated rooms. Will give you an update after my next getaway...",[]
4/5,Was here for a strategic meeting. The meals were sumptuous. Their staff are very courteous and welcoming,[]
5/5,Nice to see a lot of new improvements in infrastructure and amenities,[]
3/5,"The staff here need a little more training. Because I was female and unaccompanied he asked me to go wait downstairs, because I was to meet a colleague at the roof top and they were yet to arrive. The drinks and salad were good.",[]
4/5,Good security & breakfast. Cleaned regularly. The room is nothing great. Stayed in a room with king sized bed. Many basic things are lacking in the room for a hotel of this caliber. … Read more,[]
5/5,"Every time i come here, it’s always a bliss ❤️","['https://lh5.googleusercontent.com/p/AF1QipMcCQpTUtzA8vYp9zsfwcGI5JKtwXXY83yXSFwd=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMWsWfV_I5h_3Ex6bS1AUPKChl8XHCMbLBw-BKO=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOwUYI6DNfAatr49Fmqv7_UgUuc1ZF6sHVwrcio=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM-vPfMfOhyGEmxzQjoV3O8AR79MjA6F3YhLSzJ=w150-h150-k-no-p']"
5/5,"The restrooms are great. The conference hall on the first floor is also perfect for small gatherings, very good lighting that can be controlled based on mood. The kitchen has great food and the tea tastes fresh in the mornings. I'm not sure how it tastes later in the day though. I only have an issue with parking. It gets a little tight when there's an overflow of guests. Beautiful ambience in general! Loved it!",[]
5/5,"Good place to be, the restaurant great, and a good blend of staff- very courteous",[]
5/5,I absolutely love Miss Gloria in the dining area she has excellent customer service and takes care of her guests along with several other staff. Everyone was so polite and greeted me on every occasion. I can’t speak enough on their customer service. I definitely recommend staying at this hotel,[]
2/5,It's so sad to return to Four Points after 5 years to find out the staff is still ill-mannered and sexist as they were years back. Someone needs to give Albert the security some training.  The way the security men here address women remains despicable. It's unfortunate my friend lodged here but  I will ensure she check out today. You are better off going to the smaller boutique hotel where you will be treated with much respect and dignify. Such  a shame!,[]
3/5,"I only went for an event there., a friend's birthday. So, I cannot talk about the room and  service. Location is easy though. Parking...hm, well of there is no function there then you might be able to park inside.",[]
1/5,This was the worse Marriott experience ever!  The hotel was outdated and in desperate need of renovations. The  hallway leading to my room had an old smell to it.  The bathroom was in desperate need of a remodel. The tub was gross! … Read more,[]
3/5,Customer service is poor and tendered by poorly trained staff at the front desk.The standard rooms are okay but furniture is old.Location is at the heart of the main business district of Lagos in Victoria Island.,[]
5/5,Very cosy atmosphere and experience in hospitality industry,[]
5/5,My stay at the Four Points by Sheraton in Lagos was very comfortable. The only thing I would comment negatively on is the air conditioning. It was not consistent during the 9 days we stayed. … Read more,[]
5/5,"Everything about Four Points by Sheraton reeks of excellence.!!!! Amazing ambience, great food, awesome hospitality",[]
4/5,Myself and wife decided to have a solo honeymoon before leaving for the UK......I checked online for a cool place to stay and Four Points by Sheraton popped up with a good rating. … Read more,[]
3/5,"The hotel rooms are good and clean.Overall service and food is good too.However, housekeeping needs improvement. The bedsheets stink sometimes may be due to improper washing.No Muslim shower for Muslims.",[]
4/5,"Omo, this place na for the rich oo ...but it serves, every dime was worth it for me",[]
5/5,My family and I recently stayed 7 nights at the Lagos Four Points by Sheraton and we loved every bit of our stay. The staff was very friendly and the food was excellent! Rooms were clean and the gym and pool were also very good. The facility had constant electrical power. Nicely located too.,[]
5/5,"Took my Dad for their lunch buffet and he had an awesome time. They had a whole lot of variety which included fruits, dessert, and main dishes like Jollof rice, e.t.cWill definitely be back!!!",[]
1/5,"I often go for dinner here and enjoy it. Tonight 07/04/21 was disgraceful. The service was so shoddy it was unbelievable.No one came to ask if one needed anything to drink, and when I actually took the pains to ask, it was delivered as if I  was being done a favour!! We had to go to the counter to pay our bill to a sullen attendant! I am not going back in a hurry.",[]
2/5,"Not having good experience, AC issues , staffs are ok properly is very old",[]
5/5,"Thank you for your service , definitely coming back after Christmas with family. My daughter loves your hotel. She calls it my new house.  … Read more",[]
5/5,Amazing ambianceGreat customer service,[]
2/5,"Room was nowhere near the standard a four points should be, room was a mess on arrival - female hair from previous guest all over the floor, bottle caps under the bed. … Read more",[]
5/5,Very beautiful and nice hotel with great service,[]
