rating,review,image_url
3/5,The hotel was good.. really impressive and comfortable room however the water leaked while showering inspite of having the curtain inside.. it needs to be fixed.. apart from that I didn't avail much services bt overall a comfortable stay.,"['https://lh5.googleusercontent.com/p/AF1QipPzWTZKvxAtcX7k0KCmW4yM9XgXZaWlnsU-pqT8=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMOYdChGaMAhXx8vqNciK2Z1jMOH2490P9IGmhW=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMxsm_knEIwPouf5WphdQGXGreze_CaouIfTk9W=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOWbG_l-mez40Ul5NZlzIl6hr7Rm_-5GFTplO6n=w150-h150-k-no-p']"
5/5,Friday night buffet plus live music!  Good vibes!,[]
5/5,One of the best place to stay in Lagos. Rooms are very good. Service is good. The best thing I loved is the security. Food is also good. Overall good experience for me.,[]
4/5,I was here for a date…and yeah it was fine.I can’t really say much about checking in but the staff that attended to us were friendly and possess customer relationship skills.The food varies and mehn really made sense…but they need to upgrade to the level of their competitors around.Though had issues with the security guards but their response was professional.,['https://lh5.googleusercontent.com/p/AF1QipNdfu5_8RLs7dopx3wK9HlpujKfMYzdZWGi_wtR=w150-h150-k-no-p']
5/5,Food is very expensive.Too many dried leave droplets from the trees all around. Could be well taken care of.Swimming large. Clean. Courteous staff.,['https://lh5.googleusercontent.com/p/AF1QipPPBeJhmdd7sMZUaltqothmUkLmakbQfDxvyCK3=w150-h150-k-no-p']
4/5,"Weekend getaway with the family.Service was impeccable as usual. The breakfast spread is some of the best you'll get in this town (which is saying something). The hotel is one of the oldest and you'll see it. However, it's a testament to the management that it's still one of the best around and the facilities are in very good condition.Fully recommend 👌🏾Update- went for dinner with the family and was rather disappointed with the spread. Not enough options.",[]
3/5,The staff are very pleasant. The hotel is old but is in a relatively good and maintained condition. Club rooms are slightly above average. Cleanliness could be better. Air conditioning is super effective in the rooms. Bring ur winter pyjamas. Food is good with lots of choices. The Pool bar and restaurant has a nice ambience but the service can be slow. Patience is recommended especially if it's a weekend.,[]
4/5,"Great experience and service , considering I was in a foreign country I forgot everything I knew about Nigeria before I went there. Absolutely amazing",[]
3/5,"Very noisy hotel! Phonic isolation is really poor and it’s really hard to get some rest. The door slamming shut next door makes the common wall, and of course your bed, shake! Impossible to sleep during the day",[]
5/5,"Such a nice atmosphere and neat environment it possesses.Easy to locate, and like any other facility, the security service was nice.",[]
1/5,During checkout I was billed 32$ for the room’s service. I paid 100$ and unexpectedly after leaving the hotel I noticed that the change of the 100$ ( 68$ ) had some fake money,"['https://lh5.googleusercontent.com/p/AF1QipM0361csr4mYoBUCEUBOPFIuMeka0JFtYx1pQvj=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM3dxpKiP9G50CW1toPqO-7WSNVbz5d2gXnMr9I=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNSPf-DVqgcedD9gPQeH4DIDxKllS7-36wHVGrW=w150-h150-k-no-p']"
4/5,It feels good to be here. In a serene environment.,[]
3/5,Rooms are needing maintenance. Kitchen staff & waiters/waitresses need to be more conscientious with regards to their tasks and their customers.,[]
4/5,A top hotel to be with friends and family and even with business associates. Serene environment in the heart of Lagos mainland,[]
5/5,"friendly staff the Buffet man Mr Chidozie is wonderful  looking good and friendly, the environment is clean.",[]
4/5,The hotel was generally okay. The rooms are decent. Most hotel staff are polite and respectful. The prices of food in the hotel are outrageous. There's a band that plays live music on Fridays. Overall my stay wasn't too bad although more expensive compared to similar facilities in other countries.,"['https://lh5.googleusercontent.com/p/AF1QipN9ep7SqaYXiTf_UczNWwNFIAcDmrYPmDuVe7Et=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNaK5urVzrCEWbwnrPgxc1nn14n0BEXxKSKDHY1=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNCjQF5U3_8NEhETqzTX8gZ-otzpq5Fv_X3uwSY=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipODCTaNYnnzHXn-ViIu9vYy2VMZrJOo_uCDHwJi=w150-h150-k-no-p']"
3/5,"The car pack was somehow not well kept. The reception looks good and th staffs were nice. Buffet setting was good. There is a swimming pool to relax the body. Live band on Friday is a good point, so you can have a relaxing start to a weekend while you take your dinner.",[]
5/5,Great environment and ambience. The food is great too and the room is nice and spacious. Worth the money.,[]
3/5,"So this is a good place but the last time I was here, My colleague's laptop and phone was stolen.I think security is very poor. Still need to improve on this.",[]
4/5,"At this time I was a bit disappointed, rooms at 4th floor not at the rate that Sheraton should be.Found hair in the toilet and towels not cleaned.Hope to see an improvement next time.",[]
1/5,"TLDR: Don't come, it will ruin your evening.We came 7 people, ordered steaks and drinks. For the next hour we were not approached by any servers even after finishing our drinks. The music was too loud.An hour and 15 minutes later, the first plate came out.An hour and 20 minutes later the second.An hour and 25 minutes later they remembered to bring a fork and a knife.An hour and 35 minutes later they brought the rest of the plates and salt.Horrible, slow service.Wouldn't recommend. A complete disgrace to the name ""Sheraton"".Also, i ordered a medium steak and received a dry as bone well done tasteless small piece of steak.","['https://lh5.googleusercontent.com/p/AF1QipNTI29eN96e8iI3vDLtbjBJN1_KW08HOi6loAeH=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNa8QAK8G0W6DQfDtrVAPcXCoqfO1jXCA9u_DDm=w150-h150-k-no-p']"
5/5,Lovely Hotel. Great friendly staff.A joy to stay there.,[]
5/5,This is an awesome edifice in a perfect location. Services and security is topnotch.,[]
5/5,I attended a birthday party there. Big parking space as expected. Great service by the doorman. Heard from the host that the hotel took charge of the food(a buffet service) and they executed it so well. Quick refills on each çhaffer. Neat restrooms. Hopefully I get to lodge next time,"['https://lh5.googleusercontent.com/p/AF1QipPGNgeUtfF1HkBiFeoYzJkwh32oQwXh9jqvhF5N=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNPopKsd72f0p1oB_g5-JNiBqjHTvYG1zuiZsN8=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPYfRqYBjVZfU9lCZ0bWW7_I6NNYe4Dpk53It-E=w150-h150-k-no-p']"
4/5,Room was nicely furnished and room comfortable. The negatives were that the power tripped a couple of times and no beside sockets.,[]
4/5,Lovely ambience where you can hang out with friends.  I was by the pool side with my friends .,[]
4/5,There services are ok but having too many customers required more capable personnel,[]
4/5,"It's a nice and serene environment to lodge, host your guests and organise programs or events.The security is topnotch and the environment secured.I enjoyed the times I visited and attended events there..","['https://lh5.googleusercontent.com/p/AF1QipM79FL23Wwa7Pz_px8EvfQANt37OUWRpxGHZsR1=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMiYhcqnRJlB9EXT6gItD0JDFTE_s2n3KyXFUVI=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP3otK036ian-8AZUHzixykQl3vW9MoVNrk_MFE=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOPWlT9k--Ep8hC1eDh6AllQJJfBfEUo0daJBmQ=w150-h150-k-no-p']"
3/5,"The food was just ok nothing to write home about , the sweet was enjoyed , the chocolate cake was great",[]
4/5,"My five day vacation at sheraton was a memorable experienceThere is complimentary breakfast for guests and it's buffer service.There is both African and intercontinental dishes,snacks,fruits,vegetables,ice cream,drinks etcThe waiters at the resaurant are so passionate about their job,they direct camly and communicate effectively making the guests feel important.I ate at the pumpkin leaf restaurant.There are other restaurants like the Italian restaurant.You can also get drinks from the lobby lounge and you have to pay for the drinks you took.There is another bar (an open bar) opposite the swimming pool.The room is okay but there was a delay with the basic complimentary toiletries I needed when I visited.You can also iron your dress,dry your hair with the provision of iron and hair dryer respectively.The gym is complimentary too.You can only swim when there is a lifeguard on duty.There is free WiFi for guests and you get the password at the reception.You can bring your kids there too.I like the check-in process because it's stress free and does not take much timeThe hotel is wheelchair accessible,there is enough and secured parking space.There are also conference halls for your coporate events and seminars.You can as well plan your next vacation with family,friends,partner at sheraton.I suggest they make proper plans about the cooling system of the rooms because it's not every Person that can stay in such temperature.",[]
4/5,"It has a good ambience and security was quite impressive. The part I didn’t like was their service, it was very slow.",[]
5/5,"Like the saying “Old wine taste better 😊Swift check in, tasty food, nice ambience. It’s an old hotel but the maintenance is on point and it doesn’t even look like it’s old. Functional amenities etc",[]
4/5,Cordial staffs. Relatively good services. Access road always congested due to bad traffic.,[]
4/5,"Its a nice hotel with a very good ambienceThe service delivery will improve with proper training of some of the staff.Overall its a good place, a good hotel",[]
4/5,"Didn't stay there this time around, but always fantastic atmosphere in the restaurant area outside. Food is really good, always fresh and tasty. Service was decent although initially a bit slow. Would definitely recommend!",[]
4/5,"Nice and decent hotel for Indians, though availably of Indian food is equal to No.","['https://lh5.googleusercontent.com/p/AF1QipNB0w7hTQcCe-DkzBtez1lnoyO79bTTjxAFWfvG=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOxYidyQyHhnrcUfP2BR2i_pI8ECTcwkh1MuAq_=w150-h150-k-no-p']"
5/5,Lovely event venue.Attended a conference here.The space was adequate.Their staff were very helpful.The food was good as well.Good parking spacesWheelchair accessible entrance which is really nice.There's a casino on the premises but I didn't go there.Also didn't use the rooms so I can't comment on that,"['https://lh5.googleusercontent.com/p/AF1QipOhGfEe40FLeyf5Byb8s4wn6Gzcti0JVjfeDn-A=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNjJC-vWI2dVA10OpNYQXn59Wryw8POYAcjGqEz=w150-h150-k-no-p']"
5/5,"The live band was unique and fun. The only issue I personally experienced was the delivery of my order. It came hours after I ordered it.But apart from that, Sheraton is a great hotel.",['https://lh5.googleusercontent.com/p/AF1QipOn82hlie7GL4SP87p384JRwtGjN3_Us_krric=w150-h150-k-no-p']
5/5,Serene environment. Good security. I went there for a wedding and it is a  beautiful picture perfect place.I love the room and room service. Everything needed for comfort was made available.I will definitely be coming back,[]
5/5,"I visited Sheraton hotel for the first time today for a study abroad Fair, trust me the place was awesome and still maintain its class despite its long term of existence.",[]
5/5,This is the only hotel you can be begged to eat well. Good people and excellent services.,[]
4/5,Had a teams lunch there - 15 guests. It was splendid.,[]
4/5,"We were here for the wedding ceremony of my sister in one of the halls.I loved the food 👌 the arrangement and how orderly everything was.I loved the Air conditioning in the room.I loved the special attention to details.Everywhere here is fully wheelchair accessible.Covid-19 protocols are observed here.The only issue I may have is with the medical team. One of the kids with us had a deep cut,  we had doctors on our team who could stitch the wound, but according to them, they do not have any suturing kit, just basic first aid and it took a lot of time for the team to arrive with the first aid kit.We ended up having to take the child out.For such a big and expensive hotel, I think such things should be put into place.",[]
5/5,Had a really wonderful experience. Very serene environment,[]
4/5,"The place is good, food is also good but service is very poor. They need to maintain some hygiene in open place near the pool side",[]
5/5,They've got a KING-SIZE pool table and the security check is top notch,[]
5/5,We had a great time at the Ikeja Sheraton. We were given the red carpet treatment. It was our wedding anniversary. The food was world-class. The service was great. We could have stayed beyond a night but we had pressing demands that made us check out early. But the short time we spent was well spent.,[]
5/5,Enjoyed every bit of my 13 night’s stay. From the breakfast to the lunch to the Friday night live band. Very courteous staff and clean rooms.,[]
4/5,"Simply one of the best in Nigeria. The staffers are polite and well cultured, which should be expected of a 5star hotel. The hotel has an old feel and would require a refurbishment to meet up with other 5star hotels of its class.",[]
3/5,"It's a good spot for brunch. The variety of dishes vary week by week, sometimes there's much to choose from, and at other times, the options aren't appealing. I Wouldn't recommend the Chapman drink here; it is poorly made and watered down.",[]
4/5,Really nice hotel! Good management and excellent service provided by a fantastic team. Restaurant good and wide range of good quality products. I will come back again in the future. Thank,[]
4/5,A beautiful hotel in highbrow Ikeja. Excellent all round service. Reception area can get quite busy though. But a great place to be,[]
5/5,"I went for lunch at the pumpkin leaf restaurant. Had the time of my life plus it was a buffet, so I had lots of options",[]
5/5,"Been there at Christmas for over 30 years with my family. It's a tradition that has been kept todate . Just love the festive atmosphere. With their sumptuous Christmas buffet,  live band, children from the orphanage dishing out melodious native Christmas 🎄songs. And of course  Santa and his gifts for the very little ones.It's fun spending Christmas at Sheraton, Lagos.",[]
4/5,Its a good hotelDisclaimer : They charge to warm your food in the microwave,[]
2/5,"Definately will not recommend this hotel. Very high prices for food and bev. Bad AIC in the rooms. Also very bad smell inside rooms. Not clean. Staff are very loud outside the rooms on their duty that you can not sleep in the room as you can hear everything outside. I asked twice the receptionist to bring me cover. Nobody came at all, so I gave up.",[]
4/5,"Great location. I love the Italian restaurant inside the hotel. Staff are soo helpful. The only reason I gave a 4 instead of 5 star is because the windows in my room were sealed shut. This made difficult to get some fresh air from outside and I understand it’s for security reasons. Aside that, the place is great ! I highly recommend","['https://lh5.googleusercontent.com/p/AF1QipMuZ2wQCCtlS3hW3JKWqNLIruac8LlyR13Sbc4M=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO9uJDmVPydIRriJ-7ARH28E574cIwVB0oX4ibJ=w150-h150-k-no-p']"
