rating,review,image_url
5/5,"Wow beautiful place to be, nice serenity, all the staff are up and doing...I loved and enjoyed myself there",[]
5/5,"The service was excellent, the room was lovely and I also enjoyed the breakfast and the view.",[]
4/5,"Loving my experience here so far! The service is wonderful! The staff is very polite and incredibly helpful. The breakfast buffet/spread is extensive and very tasty ranging from Nigerian to western, it even had some indian dishes in the mix. I would highly recommend a stay here. The only downside is that the water from the faucet is a little brown and slightly smelly (probably becuse of the lagoon) so not ideal for brushing one's teeth and certainly not for drinking so the complementary bottled water come in very handy, you just go through them very quickly. Despite this, it is worth a stay.",[]
5/5,I attended an event here and even though I have visited a couple of times I never took pictures. The place is nice. I prefer it in the evening. The DJ was lit too and I’ll definitely visit again. I loved my drink too.,"['https://lh5.googleusercontent.com/p/AF1QipNoJ9HYmhi7NQaRSqXB5_-BchYeRet24pHJMgrF=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP1t1YwQ5xU29K00m5bjMYPq8I7iCtc8MpDw0xO=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPZ-mn4G1qkpylKri3-L69BJbuV6OXxQJsoThBo=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPxd1NXx-ctmUpKkN3LbJl-WZ_rCPn7g4_FRX_d=w150-h150-k-no-p']"
5/5,"I had nice time, all was well taken care of, tydy environment with friendly staff around",[]
5/5,Great and fantastic staffs ... The view is so beautiful and give a soothing feeling!,[]
5/5,excellent service. lovely environment. tasty food. pretty  view.,[]
5/5,I loved the ambience that this place is amazing!! The views of the lagoon from the hotel makes it one of the perfect!And I would love to come here again because it’s really nice!🤩,[]
5/5,Great people . Great service . Lovely place . Great experience . Fantastic locations . Would be back again surely .,[]
5/5,"Great internet access and the environment is clean, kudos to the staffs especially Ifeoma who was awesome and really helped during our event",[]
5/5,Radisson Blu is a wonderful place to stay. Lovely room set up though might need some works done in the bathroom. Otherwise everything was perfect,[]
5/5,"Had Christmas brunch today and it was a very nice one. Ambience, Entertainment and Meals apt!",[]
5/5,"The food is so good and fresh, the view is also wonderful as well and the bathroom are so tidy and neat. I’ll definitely come here again",[]
5/5,Its a great place and the reception here is lovely. I would recommend it to everyone and anyone,[]
5/5,Wonderful place. I love the natural water view at the back of the hotel,[]
5/5,I came for an event at Idẹra hall and I can say it's one of the best although it's not too big but it's the one to go for a private event or conference. It has an amazing view of the lagoon and the reception is awesome.,[]
5/5,Very good I just love the place and hope to come visit some other time,[]
5/5,Beautiful Reception and service ..Not to add that the Buffet is so classy ☺️,['https://lh5.googleusercontent.com/p/AF1QipN3k6ujOG7Rbg189w6LbMIMalYcssubGrO4NdCe=w150-h150-k-no-p']
5/5,"The experience was awesome, all unit was very reliable.",[]
5/5,"I had a good time there. There receptionist, front desk and kitchen officers are friendly and welcoming. There services are topnotch. I enjoyed my stay.Hope to visit again.",[]
4/5,"Stay was great, good food.Only thing that fell short was room service where they insisted on payment for every service as opposed to charging it to the room. Other than that, great stay",[]
5/5,"I like the hotel, its a very lovely and neat environment, the setting is nice, the meals and all.",[]
5/5,"Yes it was a beautiful experience with so many positive vibes around from staff, the meals are great, also the neatness of the public area toilets.",[]
5/5,It has everything you would expect from a 5star hotel. The staff were courteous and warm the ambiance was very calm and did I say I ran into some US marines who were lodged there? Had a great time there.,[]
5/5,"Went for an event some weeks back, I was really impressed with the whole arrangements, the staff were very helpful and friendly, and the hall was well equipped and working well.",[]
5/5,"Customer service is top notch🙌🙌🙌The waiters, all neat and friendly.Miss Joyce, friendly and knows her onions. Good food as well. Lovely place to be in Lagos. Thank you so much",[]
5/5,"Awesome place to be, and the nice view. I attended and event here and it was top class.",[]
5/5,"Location is well situated, staff are great and the ambience is amazing.",[]
3/5,"Great ambience, the service is great as the security personnel were willing to help and the environment is quite clean especially the toilets and the lagoon view is perfect. The guest relations personnel are quite having a humble approach and creating a nice relationship that so convincing positively to patronise the services render by the management in conveniences of arrival guest into the hotel hall environment and the receptionists are suitable in details of services deploy.",[]
5/5,"I have travelling all over Africa for the past three years, all I can say is that not hotel compares to Radisson blu. From formal welcoming from the reception, wonderful staff s, nice meals, room cleaning well managed.",[]
5/5,"The stay was nice and the team was friendly and professional. I want to specifically commend Annie who worked at one of the restaurants for the dinner shift for her professionalism, attention to detail and friendliness.",[]
5/5,"I enjoyed my time here, thanks for the nice breakfast.",[]
4/5,I would rate the meals an 8/10 . The Spag was a little hard but the Buffett is very affordable .,[]
5/5,"The security personnel’s are professional, confident and friendly.... I felt quite secured and kudos to the reception team also very helpful sets!",[]
4/5,"Attended an event at their event center. Has a terrace overlooking the river. Good ambiance, with a poolside bar and grill. Very relaxing.",[]
5/5,It's really a nice place to Lodge as a big man.,[]
4/5,"Lovely hotel, the staff is very friendly although the reception desk could be very annoying. The food is amazing and the hotel is clean.","['https://lh5.googleusercontent.com/p/AF1QipPpWvmJcV3a2IuMs__rbILh49VIM5XNbuS3nWdm=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM9mCar4yLyeIzsTaLvsCeipP1_F-55MN4Q4tAB=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM1jebN7pWYJgWWGQS3ER28rThBPBZulnxnMbyk=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM7a62Qbg2dMCGdCHsXlRaBqqoyoPae5-Jye4oC=w150-h150-k-no-p']"
5/5,Nice staff you guys got. From the security team to the ushers and all of that. Yesss ifoma made my stay wonderful with her ushering routine.,[]
5/5,I didn't book for any room but just make enquires about services they offer and look around their environment and it was good.,[]
5/5,"Overall great place, meeting hall well equipped and service is excellent!",[]
5/5,"The service is worth it, the staffs ate professional with their job, the meals are lovely, the bar outside has the best view to me.",[]
5/5,"Location is friendly, security personnel are professional and it’s clean and quiet! Meetings rooms are well equipped also",[]
5/5,The hotel is so excellent because I actually enjoyed the comfort of the room and the food is so good.keep it up,[]
5/5,"Great ambience, lovely view, awesome service, excellent view from the room. However a bowl should be kept in the bathroom.",[]
5/5,"The experience was great, the staff were very friendly and helpful.",[]
5/5,I really enjoyed every bit of my experience. The entire team are amazing and the ambience is so peaceful.,[]
5/5,"The environment is serene and beautiful, it’s my second Custer I’m still exploring. The smoothie was gooood!",[]
5/5,"The experience has been great, I love the ambience, environment and serenity. The food is good as well, I think it might be better with some more native Nigerian food",[]
5/5,The brunch service on Sundays are always awesome. Love to visit again with family.,[]
4/5,It's environment is welcoming and nice. You can give it a try if you new a place to relax and also for a cooperate meeting.,[]
5/5,"A clean, secure location. The service was good. Waiting staff were respectful and tidy. Overall experience was good.",[]
5/5,"Yea, it was all good, my kids were very comfortable and they were happy been there.",[]
5/5,The view is great and our meetings went well. The staffs at the meeting halls were nice and Ifeoma was equally helpful,[]
5/5,"The view is beautiful, it's my first time there, and I truly enjoyed the service.",[]
1/5,"Worst hotel I have ever stayed in the world..Don’t even consider trying ..I spent over 2 hours checking in ,I was told to go wait by the pool till room is available ..I paid for lagoon view and was forced to stay in city view ..Buffet is made for Dogs not humans ..never in this life or the next will I visit such a prison cause that’s not hotel .,if there was a place to give to Star I would have preferred that ..usehotel with beer head staffs",[]
5/5,"Service is great especially the security personnel  who are professional. Duly carry out their duties, commendable!",[]
4/5,"It's a lovely star hotel in the heart of Victoria Island with lovely view of the marina. The service, staff and food was good. Recommeded",[]
5/5,"Everything is great, location, service, ambience, the view and mist especially the staff... Overall great place",[]
4/5,Overall great experience.  The staff is very friendly and super accommodating.  The food is good for the price.  The staff at the bar are excellent and do all they can to please.  Rooms are clean and have a modern setup.  Only issue I had was the check in and check out staff are slow and inexperienced.  Highly recommend you double check your bill when you check out. Overall I would visit again and look forward to it.,[]
5/5,"Beautiful and enjoyable service, went there dor the sunday brunch and I wasn’t disappointed.",[]
5/5,"Beautiful place for lodging, relaxation and event celebration. It was a very nice experience with me.",['https://lh5.googleusercontent.com/p/AF1QipPGzC59wNuiDJhmfVwIBqVVLlvw18gVC49uea7y=w150-h150-k-no-p']
5/5,"Was excellent,the staff are friendly and the meals are really good",[]
5/5,"Suggestion to prefer room on riverside, it's awesome though I could on the road view side! Well connected between main land and island. Only place where I felt comfortable and rest of my experiences in Nigeria wasn't great.",[]
5/5,"The view is great and the gym is well equipped, the pool is very refreshing!",[]
5/5,The carpark needs to he Kore spacious aside this everything is fine and Ifeoma was really great. Years u should keep her! Mind you I wipp visit again,[]
5/5,"Very friendly staff,  nice ambience and good food",[]
5/5,My stay here has been great. Radison would always be my first choice for a hotel.,[]
5/5,"Excellent service, the ambiance is serene and meeting rooms well equipped!",[]
5/5,"A wonderful place to stay, with great value for your money.",[]
5/5,"Was my first time here, but I must say that my expectations were exceeded, thank you so much.",[]
4/5,Hotel is good for the price I am paying. Should have some more variety in international food..,[]
5/5,"The service is always good, to recommend radisson is very easy because it represents what it stands for, I was definitely impressed!",[]
5/5,"I went for the buffet service and I had my monies worth, not as elaborate as the ikeja own but it was great 👌",[]
5/5,"It was great experience, everything went well, the experience at the hotel was a good one and will last for a long time.",[]
5/5,"The environment is serene, location was friendly and staff are professional. If Roma for one was really nice",[]
5/5,"Location is great, quite secured environment, cleanliness is commendable. Overall great place!",[]
5/5,Staff are amazing and really did enjoy my time here,[]
5/5,"The hotel has a great sense of hospitality knowledge, the service is everything to me, the staff are well trained and sure knows how to make you enjoy your stay in the hotel.",[]
5/5,The ambience is great and I enjoyed every bit of my visit to the property.,[]
5/5,"The service is good, the atmosphere is nice, the view is beautiful,  the milkshake was well-made, we are very impressed with the service.",[]
5/5,"I don't just like that the water smelled when I last visited, but overall good scenes and environment.",[]
5/5,"It's been an awesome stay, beautiful ambiance and mouth watering menu set ups",[]
5/5,We enjoy staying here and we've experienced top-notch services all through!,[]
5/5,"It's was really a nice experience, the staff were very professional and friendly, the room was really cool, the only observation was that the breakfast options were not really much.",[]
5/5,"The place is amazing, the waiters are very attentive and lovely.It's a home away from home.",[]
5/5,The environment is awesome and they have nice customers representatives.,[]
5/5,"The view is nice, the meals are also great, the location it’s my favorite hotel.",[]
5/5,"Location is great, ambience is welcoming and the staff are professional..... However, growth and better management is advised!",[]
5/5,Food is excellent and really enjoyed my time here. Location is easily accessible,[]
2/5,"This place is terrible! Definitely very low value for money. They charge an extremely high rate and yet they charged 50% extra for 2 hours early check in!! I ended up changing my room 3 times to find a room without moisture! If you need to stay on the VI this might be your only chance but if you don’t need to, try to avoid this one…",[]
5/5,Nice Ambiance. Very Polite workers. The food tastes amazing too!!,[]
5/5,"The service was very awesome,  my birthday was recognized and I felt so special.",[]
